Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Publication.Date,Event.Year,Total_Extracted_Injuries
Accident,LAX05CA322,2005-09-30,"RENO, NV",United States,39.498889,-119.768056,RNO,Reno/Tahoe International,Non-Fatal,Airplane,N5394K,cessna,172p,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,IAD05LA144,2005-09-30,"DAYTON, OH",United States,39.775,-84.110556,FFO,Wright-Patterson AFB,Non-Fatal,,N62610,howard whyte,nieuport 28,Yes,1.0,Reciprocating,,,Air Race/show,,0.0,1.0,0.0,1.0,26-02-2007,2005,0
Accident,DEN05LA150,2005-09-30,"LONGMONT, CO",United States,40.172222,-105.172222,2V2,VANCE BRAND,Non-Fatal,,N113AW,bellanca,7gcbc,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,28-03-2006,2005,0
Accident,CHI05LA276,2005-09-30,"KIMBALL, NE",United States,41.188055,-103.677223,IBM,Kimball Muni/Robert E. Arraj,Fatal(1),,N4747G,stits playboy,sa3b lightning,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,28-12-2006,2005,1
Accident,ATL05CA165,2005-09-30,"SPARTA, TN",United States,36.059722,,,,Non-Fatal,Airplane,N8513U,cessna,c172f,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,ANC05LA150,2005-09-30,"FT YUKON, AK",United States,66.555278,-147.483056,,,Non-Fatal,,N77ND,cessna,550,No,2.0,Turbo Fan,,,Other Work Use,,0.0,0.0,4.0,1.0,26-02-2007,2005,0
Accident,ANC05CA151,2005-09-30,"BETHEL, AK",United States,60,-161.166667,,,Non-Fatal,Airplane,N3569Y,cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,MIA05WA165,2005-09-30,"Barinas, Venezuela",Venezuela,8.274445,-70.105,,,Fatal(1),,NONE,cessna,182,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,07-10-2005,2005,1
Accident,MIA05LA164,2005-09-30,"Arcadia, FL",United States,27.191944,-81.837222,,,Non-Fatal,,N176RD,north american,t-28c,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,03-10-2006,2005,0
Accident,DFW05FA251,2005-09-30,"Crystal Springs, MS",United States,31.901667,-90.368611,M11,COPIAH COUNTY,Fatal(2),,N45339,cessna,150m,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,28-06-2006,2005,2
Accident,SEA06LA003,2005-10-01,"ARLINGTON, WA",United States,48.160833,-122.158889,AWO,ARLINGTON MUNI,Non-Fatal,,N924GF,beech,b-60,No,2.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,1.0,30-05-2006,2005,0
Accident,ATL06CA001,2005-10-01,"GREENSBORO, NC",United States,36.104722,-79.724167,,,Non-Fatal,Airplane,N5606S,beech,d-95a,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,2.0,31-01-2006,2005,0
Accident,SEA06CA001,2005-10-01,"Greenwater, WA",United States,47.020834,-121.525,21W,Ranger Creek Airport,Non-Fatal,Airplane,N4175U,cessna,150d,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,NYC06CA001,2005-10-02,"KENSINGTON, NH",United States,42.928334,-70.973056,06NH,Cole Farm,Non-Fatal,Airplane,N89B,waco,ymf,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,MIA06CA009,2005-10-02,"PUNTA GORDA, FL",United States,26.922778,-81.995277,KPGD,Charlotte County,Non-Fatal,Airplane,N952AC,cessna,172n,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,LAX06CA002,2005-10-02,"PIXLEY, CA",United States,35.507222,-119.191944,,,Non-Fatal,Helicopter,N201SC,bell,206b,No,1.0,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,0.0,1.0,0.0,1.0,28-02-2006,2005,0
Accident,DFW06CA001,2005-10-02,"ADDISON, TX",United States,32.968334,-96.836389,ADS,ADDISON,Non-Fatal,Airplane,N9880A,cessna,195,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,ANC06LA001,2005-10-02,"ILIAMNA, AK",United States,59.749722,-155.437777,,,Non-Fatal,,N9950X,cessna,185,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,25-04-2006,2005,0
Accident,WAS06WA001,2005-10-02,"Harlem, South Africa",South Africa,-33.798889,-23.332778,,,Fatal(4),,NONE,eurocopter deutschland,bo-105,No,1.0,Reciprocating,,,Other Work Use,,4.0,0.0,0.0,1.0,22-10-2005,2005,4
Accident,DEN06LA016,2005-10-02,"Kendall, KS",United States,37.606389,-101.378334,ULS,Ulysses Airport,Non-Fatal,,N96YD,abruzzo,grom-1,Yes,0.0,Reciprocating,,,Air Race/show,,0.0,1.0,0.0,1.0,25-04-2006,2005,0
Accident,SEA06CA002,2005-10-03,"CRESWELL, OR",United States,43.916667,-123.011111,77S,Hobby Field,Non-Fatal,Airplane,N2106D,beech,d35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,NYC06CA053,2005-10-03,"PROVIDENCE, RI",United States,41.723889,-71.428056,PVD,Theodore Francis Green,Non-Fatal,Airplane,N72BG,beech,e-55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,25-04-2006,2005,0
Accident,MIA06LA002,2005-10-03,"DESTIN, FL",United States,30.4,-86.469445,KDTS,DESTIN-FORT WALTON BEACH,Non-Fatal,,N9199P,piper,pa-46-350p,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,27-09-2007,2005,0
Accident,MIA06LA001,2005-10-03,"DELAND, FL",United States,29.069723,-81.289444,KDED,DeLand Municipal,Non-Fatal,,N7895J,pilatus,pc-6/b2-h2,No,1.0,Turbo Prop,,,Skydiving,,0.0,4.0,6.0,1.0,31-01-2008,2005,0
Accident,LAX06CA003,2005-10-03,"GRAND CANYON, AZ",United States,35.952222,-112.146944,GCN,Grand Canyon National Park,Non-Fatal,Helicopter,N31MH,aerospatiale,as350b,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Personal,,0.0,0.0,0.0,7.0,28-02-2006,2005,0
Accident,LAX06CA001,2005-10-03,"TUCSON, AZ",United States,32.409444,-111.218334,TUS,Tucson International,Non-Fatal,Helicopter,N926SH,robinson helicopter company,r22 beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,2.0,1.0,28-02-2006,2005,0
Accident,NYC06LA002,2005-10-03,"Dulles, VA",United States,38.94,-77.453333,IAD,Dulles International Airport,Non-Fatal,,N650RW,embraer,170,No,2.0,Turbo Jet,,SCHD,Personal,,0.0,1.0,0.0,44.0,30-06-2008,2005,0
Accident,NYC06WA007,2005-10-04,"HANGELOSA, SWEDEN",Sweden,58.75,-11.666667,,,Non-Fatal,,NONE,hughes,369d,No,1.0,Reciprocating,,,Unknown,,0.0,0.0,1.0,1.0,04-11-2005,2005,0
Accident,DFW06CA005,2005-10-04,"TUPELO, MS",United States,34.270278,-88.771667,KTUP,Tupelo Regional,Non-Fatal,Airplane,N94684,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DFW06CA002,2005-10-04,"MCGREGOR, TX",United States,31.465,-97.475278,,,Non-Fatal,Airplane,N32476,culver,lca,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,1.0,31-01-2006,2005,0
Accident,CHI06CA001,2005-10-04,"LAKE CITY, MI",United States,44.361944,-85.207222,,,Non-Fatal,Airplane,N9696K,pyramid,aventura ii,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,28-02-2006,2005,0
Accident,ATL06CA002,2005-10-04,"PAGELAND, SC",United States,34.7425,-80.348055,PYG,PAGELAND,Non-Fatal,Airplane,N6922T,piper,pa-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,1.0,31-01-2006,2005,0
Accident,DFW06WA006,2005-10-04,"Ansa village, Morocco",Morocco,,,,,Fatal(4),,NONE,piper,pa28-181,No,1.0,Reciprocating,,,Personal,,4.0,0.0,0.0,1.0,17-10-2005,2005,4
Accident,DEN06FA001,2005-10-04,"Barnum, WY",United States,43.574445,-107.151111,,,Fatal(2),,N9085Q,beechcraft,v35b,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,25-04-2006,2005,2
Accident,MIA06CA003,2005-10-05,"JACKSONVILLE, FL",United States,30.336389,-81.514444,KCRG,Craig Municipal Airport,Non-Fatal,Airplane,N4UT,beech,58,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Personal,Ram Air Freight Inc,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DFW06CA003,2005-10-05,"LA PORTE, TX",United States,29.670834,-95.064167,T41,La Porte Municipal Airport,Non-Fatal,Airplane,N40120,harms,kitfox series 5,Yes,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,CHI06CA007,2005-10-05,"HIGGINSVILLE, MO",United States,39.072778,-93.6775,,,Non-Fatal,Airplane,N9738L,beech,c23,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,28-02-2006,2005,0
Accident,LAX06WA004,2005-10-06,"NR CALINDARY HO, AUSTRALIA",Australia,-30.390833,142.810556,,,Fatal(2),,NONE,robinson,r-22 beta,No,1.0,Reciprocating,,,Unknown,,2.0,0.0,0.0,1.0,11-10-2005,2005,2
Accident,DEN06CA006,2005-10-06,"DENVER, CO",United States,39.7,-105.019167,,,Non-Fatal,Helicopter,N206DB,bell,206l-4,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Personal,,0.0,0.0,0.0,3.0,31-01-2006,2005,0
Accident,CHI06CA002,2005-10-06,"MITCHELL, SD",United States,43.774723,-98.038611,,,Non-Fatal,Airplane,N149KC,creed,rv-4,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,18-05-2010,2005,0
Accident,ANC06TA002,2005-10-06,"FAIRBANKS, AK",United States,64.708333,-148.3,,,Non-Fatal,,N792,aviat,a-1b,No,1.0,Reciprocating,,,Public Aircraft - Federal,,0.0,0.0,0.0,2.0,25-04-2006,2005,0
Accident,NYC06RA003,2005-10-06,"Winnipeg, Canada",Canada,49.867778,-97.134444,,,Fatal(1),,NONE,cessna,208b,No,1.0,Reciprocating,,NSCH,Personal,,1.0,0.0,0.0,1.0,15-10-2005,2005,1
Accident,SEA06LA004,2005-10-07,"LONGVIEW, WA",United States,46.163056,-122.948611,,,Non-Fatal,,N4647D,beech,g35,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,25-04-2006,2005,0
Accident,NYC06CA006,2005-10-07,"ITHACA, NY",United States,42.535833,-76.523611,ITH,Ithaca Regional Airport,Non-Fatal,Airplane,N1163A,mooney,m20k,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,NYC06MA005,2005-10-07,"Smethport, PA",United States,41.754722,-78.553889,BFD,BRADFORD REGIONAL,Fatal(1),Helicopter,N7YL,augusta,109e,No,2.0,Turbo Shaft,Part 91: General Aviation,,Positioning,,1.0,0.0,0.0,1.0,02-02-2009,2005,1
Accident,NYC06FA004,2005-10-07,"Pikeville, KY",United States,37.547222,-82.570278,PBX,Pikeville County Airport,Fatal(3),,N97CM,beech,a36,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,1.0,31-10-2006,2005,3
Accident,DEN06LA004,2005-10-07,"Truth or Conseq, NM",United States,33.100833,-107.804722,,,Fatal(1),,N55910,piper,pa-28-140,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,25-04-2006,2005,1
Accident,DEN06CA009,2005-10-07,"Albuquerque, NM",United States,35.044444,-106.616667,ABQ,Fiesta Field,Non-Fatal,Balloon,N211LB,lindstrand balloons,210s,No,0.0,Reciprocating,Part 91: General Aviation,,Air Race/show,,0.0,1.0,0.0,10.0,31-01-2006,2005,0
Accident,SEA06CA008,2005-10-08,"SPOKANE, WA",United States,47.620556,-117.537222,KGEG,Spokane INternational,Non-Fatal,Airplane,N8069J,williams,challenger ii,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-06-2006,2005,0
Accident,LAX06CA012,2005-10-08,"GLOBE, AZ",United States,33.35,-110.666667,,,Non-Fatal,Balloon,N5161Y,aerostar,rx-8,No,0.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,1.0,31-01-2006,2005,0
Accident,DEN06LA002,2005-10-08,"ALBUQUERQUE, NM",United States,35.045,-106.615278,ABQ,Albuquerque International Sun,Non-Fatal,,N3635U,aerostar,s57-a,No,0.0,Unknown,,,Personal,,0.0,0.0,0.0,3.0,28-02-2006,2005,0
Accident,ATL06LA003,2005-10-08,"MONTEREY, TN",United States,35.952222,-85.086111,,,Fatal(1),,N4994V,grumman,f6f,No,1.0,Reciprocating,,,Business,,1.0,0.0,0.0,1.0,28-02-2006,2005,1
Accident,DEN06LA003,2005-10-08,"Berthoud, CO",United States,,,,,Non-Fatal,,N84580,aeronca,7ac,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,28-03-2006,2005,0
Accident,CHI06LA006,2005-10-09,"JACKSON, MI",United States,42.259722,-84.459444,JXN,JACKSON COUNTY-REYNOLDS FIELD,Non-Fatal,,N5083T,beech,19a,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,25-07-2007,2005,0
Accident,CHI06CA004,2005-10-09,"LAKE ELMO, MN",United States,44.9975,-92.855556,,,Non-Fatal,Airplane,N13585,cessna,172m,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,28-02-2006,2005,0
Accident,ANC06CA004,2005-10-09,"SEWARD, AK",United States,60.050278,-147.824723,,,Non-Fatal,Airplane,N4447Z,cessna,206,No,1.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,ANC06CA003,2005-10-09,"WILLOW, AK",United States,61.75,-151.5,,,Non-Fatal,Airplane,N5947D,piper,pa-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,MIA06LA004,2005-10-09,"Lakeland, FL",United States,28.011389,-82.055278,,,Non-Fatal,,N6413S,beech,95-b55,No,2.0,Reciprocating,,,Personal,,0.0,1.0,2.0,1.0,29-11-2006,2005,0
Incident,ENG06IA001,2005-10-09,"Madison, WI",United States,,,,,Incident,,N175DP,cessna,citation 650,No,1.0,Turbo Fan,,,Executive/corporate,,0.0,0.0,0.0,6.0,28-02-2008,2005,0
Accident,CHI06LA005,2005-10-09,"Union City, OH",United States,40.313611,-84.777778,,,Fatal(1),,N6085R,cessna,172rg,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,31-01-2007,2005,1
Accident,CHI06CA003,2005-10-10,"ROLLA, MO",United States,38.1275,-91.769445,,,Non-Fatal,Airplane,N701PR,dallmeyer,zenith ch-701,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,LAX06FA005,2005-10-10,"Oroville, CA",United States,39.486111,-121.606944,OVE,Oroville Municipal,Fatal(2),,N943D,american champion (acac),8kcab,No,1.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,1.0,26-02-2007,2005,2
Incident,DEN06IA008,2005-10-10,"Denver, CO",United States,39.861389,-104.673056,DEN,Denver International Airport,Incident,,N927FR,airbus industries,a319-111,No,2.0,Turbo Fan,,SCHD,Personal,Frontier Airlines Inc,0.0,0.0,0.0,109.0,28-03-2006,2005,0
Accident,NYC06CA009,2005-10-11,"NEW YORK CITY, NY",United States,40.754444,-74.006944,,,Non-Fatal,Helicopter,N76UT,sikorsky,s-76b,No,2.0,Turbo Shaft,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,2.0,30-05-2006,2005,0
Accident,NYC06CA008,2005-10-11,"SMOKETOWN, PA",United States,40.041111,-76.201389,,,Non-Fatal,Helicopter,N51772,enstrom,f-28c,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,LAX06CA008,2005-10-11,"RIVERSIDE, CA",United States,33.983333,-117.410556,RIR,FLABOB,Non-Fatal,Airplane,N14715,bellanca,17-30a,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,LAX06CA007,2005-10-11,"CLOVIS, NM",United States,34.425,-103.079167,CVN,CLOVIS MUNI,Non-Fatal,Airplane,N835RA,appel,rda 04,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DEN06LA007,2005-10-11,"NEW CENTURY, KS",United States,38.830834,-94.890277,IXD,New Century Air Center,Non-Fatal,,N8875D,piper,pa-22-150,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,3.0,28-03-2006,2005,0
Accident,LAX06LA009B,2005-10-12,"PHOENIX, AZ",United States,33.433333,-111.984722,PHX,PHOENIX SKY HARBOR INTL,Non-Fatal,,N624SW,boeing,737-3h4,No,2.0,Turbo Fan,,SCHD,Personal,,0.0,0.0,0.0,137.0,26-02-2007,2005,0
Accident,DFW06CA004,2005-10-12,"SPRING, TX",United States,30.061667,-95.552778,DWH,David Wayne Hooks Memorial,Non-Fatal,Airplane,N94JA,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,ATL06CA004,2005-10-12,"MILLINGTON, TN",United States,35.278889,-89.930556,2M8,Charles Baker,Non-Fatal,Airplane,N273PS,beech,f33a,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,31-01-2006,2005,0
Accident,LAX06LA009A,2005-10-12,"Phoenix, AZ",United States,33.433333,-111.984722,PHX,PHOENIX SKY HARBOR INTL,Non-Fatal,,N755SA,boeing,737-7h4,No,2.0,Turbo Fan,,SCHD,Personal,,0.0,0.0,0.0,137.0,26-02-2007,2005,0
Accident,SEA06CA013,2005-10-13,"MEDICAL LAKE, WA",United States,47.436666,-117.780556,NONE,,Non-Fatal,Airplane,None,north wing,apache st trike,No,1.0,Reciprocating,Unknown,NSCH,Personal,,0.0,1.0,0.0,1.0,28-02-2006,2005,0
Accident,NYC06LA010,2005-10-13,"PINEVILLE, KY",United States,36.688889,-83.813889,,,Fatal(1),,N8684S,cessna,150f,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,29-08-2006,2005,1
Accident,CHI06CA008,2005-10-13,"OTTUMWA, IA",United States,41.106667,-92.448055,,,Non-Fatal,Airplane,N310SK,cessna,310r,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Personal,,0.0,0.0,2.0,3.0,28-02-2006,2005,0
Accident,LAX06LA006,2005-10-14,"EAGAR, AZ",United States,34.06,-109.501944,,,Fatal(2),,N7196J,robinson helicopter company,r-22 beta ii,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,25-07-2007,2005,2
Accident,CHI06CA009,2005-10-14,"HANOVER, MI",United States,42.1,-84.566667,,,Non-Fatal,Airplane,N5227X,cessna,u206g,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,ATL06CA006,2005-10-14,"BENTON, TN",United States,36.273611,-84.558889,,,Non-Fatal,Glider,N381SL,1200,g103,No,0.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,1.0,28-06-2006,2005,0
Accident,ATL06CA005,2005-10-14,"MORGANTOWN, NC",United States,35.82,-81.611389,MRN,Morgantown-Lenoir Airport,Non-Fatal,Airplane,N9202U,cessna,150m,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,ANC06LA005,2005-10-14,"NENANA, AK",United States,64.75,-149.883333,,,Non-Fatal,,N239PT,crisenbery,northman 2+2,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,28-03-2006,2005,0
Incident,LAX06IA011,2005-10-14,"Kahului, HI",United States,20.898611,-156.430556,OGG,Kahului,Incident,,N58267,hughes,369d,No,1.0,Turbo Shaft,,NSCH,Personal,Alexair (dba: Alika Aviation),0.0,0.0,0.0,5.0,29-05-2007,2005,0
Accident,CHI06FA010B,2005-10-14,"Rootstown, OH",United States,41.099166,-81.198333,---,,Fatal(4),,N7768G,cessna,172l,No,1.0,Reciprocating,,,Instructional,,4.0,0.0,0.0,1.0,26-03-2007,2005,4
Accident,CHI06FA010A,2005-10-14,"Rootstown, OH",United States,41.099166,-81.198333,---,,Fatal(4),,N235U,plavcan,lancair 235,Yes,1.0,Reciprocating,,,Personal,,4.0,0.0,0.0,1.0,26-03-2007,2005,4
Accident,SEA06LA006,2005-10-15,"BURLINGTON, WA",United States,48.475,-122.374445,,Knutzen Farm,Non-Fatal,,N5158N,boeing,b75n1,No,1.0,Reciprocating,,,Unknown,,0.0,0.0,0.0,2.0,30-05-2006,2005,0
Accident,SEA06LA005,2005-10-15,"NEWBERG, OR",United States,45.283333,-122.951944,2S6,Sportsman Airpark,Non-Fatal,,N23887,piper,pa-38-112,No,1.0,Reciprocating,,,Instructional,,0.0,2.0,0.0,1.0,30-05-2006,2005,0
Accident,MIA06LA006,2005-10-15,"VENICE, FL",United States,27.063611,-82.466667,,,Fatal(1),,N212KR,steven w. jones,kr2,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,28-12-2006,2005,1
Accident,LAX06CA019,2005-10-15,"OCEANSIDE, CA",United States,33.217778,-117.351389,OKB,Oceanside Municipal,Non-Fatal,Airplane,N221MH,harmel,rv6a,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,28-02-2006,2005,0
Accident,LAX06CA010,2005-10-15,"MOKELUMNE HILL, CA",United States,38.316667,-120.7,NONE,Private,Non-Fatal,Airplane,N2728B,cessna,182b,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,CHI06LA012,2005-10-15,"WILLIAMS, MN",United States,48.728611,-94.612222,,,Non-Fatal,,N2698Z,bellanca,7gcbc,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,1.0,30-05-2006,2005,0
Accident,CHI06CA035,2005-10-15,"IMPERIAL, NE",United States,40.510278,-101.62,,,Non-Fatal,Airplane,N3428R,piper,pa-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,SEA06FA007,2005-10-15,"Everett, WA",United States,47.886666,-122.271667,,,Fatal(3),,N5FN,piper,pa-28-140,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,1.0,28-06-2006,2005,3
Incident,DFW06WA012,2005-10-15,"Belize City, Belize",Belize,,,,,Incident,,NONE,cessna,208b,No,1.0,Reciprocating,,SCHD,Personal,,0.0,0.0,0.0,11.0,03-11-2005,2005,0
Accident,ATL06LA007,2005-10-15,"Mocksville, NC",United States,36.047222,-80.506667,,,Fatal(1),,N494S,north american,at-6d,No,1.0,Reciprocating,,,Personal,,1.0,1.0,0.0,1.0,28-02-2006,2005,1
Accident,NYC06LA011,2005-10-16,"OGDENSBURG, NY",United States,44.681945,-75.465556,OGS,Ogdensburg International Airpo,Non-Fatal,,N144ZV,beech,1900d,No,2.0,Turbo Prop,,SCHD,Personal,,0.0,0.0,0.0,3.0,03-10-2006,2005,0
Accident,MIA06FA007,2005-10-16,"LA BELLE, FL",United States,26.744166,-81.433056,X14,La Belle Municipal,Fatal(1),,N99173,cessna,172p,No,1.0,Reciprocating,,,Instructional,,1.0,0.0,0.0,1.0,27-09-2007,2005,1
Accident,MIA06CA010,2005-10-16,"PUNTA GORDA, FL",United States,26.922778,-81.995277,KPGD,Punta Gorda,Non-Fatal,Airplane,N3588F,cessna,182j,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DFW06LA007,2005-10-16,"BIG FLAT, AR",United States,36.503611,-92.421389,,,Non-Fatal,,N72901,cessna,140,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,1.0,25-04-2006,2005,0
Accident,CHI06CA013,2005-10-16,"PEORIA, IL",United States,40.795277,-89.613333,,,Non-Fatal,Airplane,N152SG,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,ATL06LA008,2005-10-16,"BROWNSBORO, AL",United States,34.741666,-86.456667,3M5,Brownsboro,Fatal(1),,N300HX,elan/glaser dirks,dg-300,No,0.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,28-02-2006,2005,1
Accident,WAS06WA002,2005-10-16,"Mahone, Tanzania",Tanzania,,,,,Fatal(5),,NONE,cessna,u206p,No,1.0,Reciprocating,,NSCH,Personal,,5.0,0.0,0.0,1.0,22-10-2005,2005,5
Accident,LAX06LA017,2005-10-17,"MOJAVE, CA",United States,35.059167,-118.151667,MHV,MOJAVE,Non-Fatal,,N39FS,north american,t-39a,No,2.0,Turbo Jet,,,Flight Test,,0.0,0.0,0.0,2.0,25-07-2007,2005,0
Accident,DFW06CA008,2005-10-17,"HITCHCOCK, TX",United States,29.36,-95.009722,37TE,Johnnie Volk Field Airport,Non-Fatal,Airplane,N53795,cessna,172p,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,3.0,28-02-2006,2005,0
Accident,SEA06WA042,2005-10-17,"Limestone Lake, Canada",Canada,54.445,-120.936666,,,Fatal(1),,N9222H,cessna,185,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,11-01-2006,2005,1
Accident,LAX06FA014,2005-10-17,"Warner Springs, CA",United States,33.395,-116.606389,KSEE,Gillespie Field,Fatal(3),,N285JB,lancair,lc-41-550fg,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,1.0,26-03-2007,2005,3
Incident,CHI06IA011,2005-10-17,"West Grove, PA",United States,39.839166,-75.816945,,,Incident,,N244PS,"bombardier, inc.",cl-600-2b19,No,2.0,Turbo Jet,,SCHD,Personal,"Psa Airlines, Inc. (dba: Us Airways Express)",0.0,0.0,0.0,51.0,29-08-2006,2005,0
